Car_ID,Brand,Model,Year,Color,Fuel_Type,Transmission,Body_Style,KM_Driven,Owner_Type,Selling_Price,Sale_Date,Dealer_Name,Dealer_Region,Seller_Type,Customer_Name,Phone,Email,Registration_State,Selling_Price_Numeric,Sale_Date_Standardized,Phone_Cleaned,Email_Cleaned,Selling_Price_Formatted
CAR0241,Honda,City,2012,Silver,Electric,Automatic,Wagon,86144,Fourth & Above,0.48 crore,10-14-2023,Dealer_D17,West,Dealer,Customer_3031,8231045296,customer133@outlook.com,MH,4800000.0,2023-10-14,+91-82310-45296,customer133@outlook.com,Rs 48.00 L
CAR0242,Toyota,Corolla,2021,Green,Diesel,Automatic,SUV,7082,Second Owner,1496561,24-12-23,Dealer_B11,Central,Individual,,8470697907,CUSTOMER488@GMAIL.COM,RJ,1496561.0,2023-12-24,+91-84706-97907,customer488@gmail.com,Rs 14.97 L
CAR0244,BMW,X1,2010,Red,Electric,Semi-Automatic,Coupe,890965,Fourth & Above,4047511,09-05-23,Dealer_D14,East,Dealer,,+91-85624-85301,customer919@hotmail.com,RJ,4047511.0,2023-05-09,+91-85624-85301,customer919@hotmail.com,Rs 40.48 L
CAR0245,BMW,3 Series,2024,Brown,Hybrid,Semi-Automatic,Hatchback,51088,Fourth & Above,4048891,2024-09-27,Dealer_D14,West,Individual,Customer_2633,9867793214,customer466outlook.com,GJ,4048891.0,2024-09-27,+91-98677-93214,,Rs 40.49 L
CAR0246,Maruti,Vitara Brezza,2014,Red,Diesel,Manual,SUV,75152,First Owner,2418779,06-07-2023,Dealer_E4,Central,Dealer,Customer_7444,7553494404,customer413@hotmail.com,UP,2418779.0,2023-07-06,+91-75534-94404,customer413@hotmail.com,Rs 24.19 L
CAR0247,Honda,Unknown Model,2013,Blue,Diesel,Manual,Hatchback,29446,First Owner,982366,26/01/2023,Dealer_B3,North,Dealer,Customer_7194,7617485408,customer106@gmail.com,GJ,982366.0,2023-01-26,+91-76174-85408,customer106@gmail.com,Rs 9.82 L
CAR0248,Maruti,Dzire,2011,Green,Hybrid,Automatic,Sedan,133722,Second Owner,3.84 lakh,07-04-2023,Dealer_B1,East,Individual,,9240892982,customer31@gmail.com,TN,384000.0,2023-04-07,+91-92408-92982,customer31@gmail.com,Rs 3.84 L
CAR0249,Honda,Unknown Model,2014,Brown,CNG,Semi-Automatic,Sedan,76740,First Owner,42.40 lakh,14/02/2024,Dealer_E9,Central,Dealer,Customer_8992,8166830594,customer440@yahoo.com,UP,4240000.0,2024-02-14,+91-81668-30594,customer440@yahoo.com,Rs 42.40 L
CAR0250,BMW,X5,2010,White,CNG,Automatic,Sedan,35054,Fourth & Above,0.17 crore,2023-05-06,Dealer_D16,North,Dealer,Customer_4562,+91-98834-04698,customer915@outlook.com,RJ,1700000.0000000002,2023-05-06,+91-98834-04698,customer915@outlook.com,Rs 17.00 L
CAR0252,Toyota,Corolla,2010,Grey,Petrol,Automatic,Wagon,7725,Third Owner,1363788,2024-07-04,Dealer_A17,Central,Individual,Customer_7218,+91-89786-64640,customer327@yahoo.com,WB,1363788.0,2024-07-04,+91-89786-64640,customer327@yahoo.com,Rs 13.64 L
CAR0253,Honda,Safari,2015,Black,Electric,Manual,Convertible,613317,Fourth & Above,20.94 lakh,18-03-23,Dealer_B13,South,Individual,Customer_9420,8950009490,customer134@yahoo.com,UP,2094000.0000000002,2023-03-18,+91-89500-09490,customer134@yahoo.com,Rs 20.94 L
CAR0254,Mercedes,E-Class,2020,Red,Diesel,Semi-Automatic,Sedan,85516,First Owner,1056177,27-06-24,Dealer_B4,North,Individual,Customer_7058,8815003262,customer283@outlook.com,UP,1056177.0,2024-06-27,+91-88150-03262,customer283@outlook.com,Rs 10.56 L
CAR0255,Maruti,Swift,2018,Silver,Petrol,Semi-Automatic,SUV,31484,Third Owner,2510721,25/06/2023,Dealer_A20,East,Dealer,Customer_4909,08426596199,customer486@outlook.com,MH,2510721.0,2023-06-25,08426596199,customer486@outlook.com,Rs 25.11 L
CAR0256,Tata,Harrier,2017,White,Hybrid,Automatic,SUV,33674,Second Owner,578968,04-13-2023,Dealer_C16,North,Individual,Customer_5933,9558699034,customer656@gmail.com,RJ,578968.0,2023-04-13,+91-95586-99034,customer656@gmail.com,Rs 5.79 L
CAR0257,BMW,5 Series,2021,Green,Electric,Automatic,Convertible,28402,Fourth & Above,18.26 lakh,23/06/2024,Dealer_C20,Central,Corporate,Customer_9520,8954328975,customer113@gmail.com,KA,1826000.0000000002,2024-06-23,+91-89543-28975,customer113@gmail.com,Rs 18.26 L
CAR0258,Honda,Unknown Model,2014,Brown,Hybrid,Manual,Sedan,21938,Third Owner,26.72 lakh,2023-01-01,Dealer_C10,Central,Dealer,Customer_3337,73466809,customer956@hotmail.com,KA,2672000.0,2023-01-01,73466809,customer956@hotmail.com,Rs 26.72 L
CAR0259,Mercedes,GLC,2022,Green,Hybrid,Automatic,Convertible,41484,Fourth & Above,18.74 lakh,20-01-24,Dealer_E10,North,Dealer,,+91-88078-31725,customer144@hotmail.com,KA,1873999.9999999998,2024-01-20,+91-88078-31725,customer144@hotmail.com,Rs 18.74 L
CAR0260,Mercedes,Unknown Model,2017,Silver,Petrol,Semi-Automatic,Sedan,140792,First Owner,40.61 lakh,2023-12-06,Dealer_E4,South,Individual,Customer_4662,09698267940,customer497yahoo.com,DL,4061000.0,2023-12-06,09698267940,,Rs 40.61 L
CAR0261,Tata,Nexon,2023,Silver,Diesel,Manual,SUV,137593,Third Owner,3922997,28-11-24,Dealer_A10,West,Individual,Customer_9956,7429581274,customer401@outlook.com,RJ,3922997.0,2024-11-28,+91-74295-81274,customer401@outlook.com,Rs 39.23 L
CAR0263,BMW,7 Series,2015,Brown,Diesel,Semi-Automatic,Wagon,125450,Second Owner,1374734,12/09/2024,Dealer_B4,South,Corporate,,7126795342,customer109@outlook.com,RJ,1374734.0,2024-09-12,+91-71267-95342,customer109@outlook.com,Rs 13.75 L
CAR0264,Honda,C-Class,2010,White,Diesel,Automatic,Coupe,70662,First Owner,11.60 lakh,05-04-24,Dealer_E18,North,Dealer,Customer_8111,+91-95001-34621,customer983@gmail.com,KA,1160000.0,2024-04-05,+91-95001-34621,customer983@gmail.com,Rs 11.60 L
CAR0265,Tata,Harrier,2023,Green,Electric,Automatic,Sedan,59388,Third Owner,4984610,2024-01-21,Dealer_E4,Central,Dealer,Customer_5749,7291855134,customer548@yahoo.com,UP,4984610.0,2024-01-21,+91-72918-55134,customer548@yahoo.com,Rs 49.85 L
CAR0267,Honda,Amaze,2017,Black,Petrol,Automatic,Wagon,38938,First Owner,2469188,2023-02-26,Dealer_E19,North,Individual,Customer_7993,9644210361,customer448@gmail.com,TN,2469188.0,2023-02-26,+91-96442-10361,customer448@gmail.com,Rs 24.69 L
CAR0268,Toyota,Unknown Model,2010,Brown,CNG,Automatic,SUV,38217,Third Owner,38.79 lakh,2023-05-06,Dealer_E8,East,Corporate,Customer_5795,8369488764,customer923@outlook.com,TN,3879000.0,2023-05-06,+91-83694-88764,customer923@outlook.com,Rs 38.79 L
CAR0269,Honda,Accord,2021,Red,Electric,Automatic,Hatchback,42214,Fourth & Above,500879,25-08-24,Dealer_E7,North,Dealer,Customer_7214,+91-83106-01021,customer782@hotmail.com,RJ,500879.0,2024-08-25,+91-83106-01021,customer782@hotmail.com,Rs 5.01 L
CAR0272,Tata,Unknown Model,2015,Blue,Diesel,Manual,Sedan,130883,Fourth & Above,48.69 lakh,09-22-2023,Dealer_E8,East,Individual,Customer_4018,7180197885,customer266hotmail.com,DL,4869000.0,2023-09-22,+91-71801-97885,,Rs 48.69 L
CAR0273,Tata,Nexon,2018,Silver,CNG,Manual,SUV,25303,First Owner,2187921,12-01-2023,Dealer_E17,Central,Corporate,Customer_1418,9182626233,customer388@gmail.com,RJ,2187921.0,2023-01-12,+91-91826-26233,customer388@gmail.com,Rs 21.88 L
CAR0274,Honda,Amaze,2022,Black,Electric,Semi-Automatic,Hatchback,18482,Third Owner,4162184,06/01/2024,Dealer_C4,North,Dealer,Customer_8932,9445306350,customer251@outlook.com,RJ,4162184.0,2024-01-06,+91-94453-06350,customer251@outlook.com,Rs 41.62 L
CAR0276,Mercedes,A-Class,2015,Blue,Electric,Automatic,Sedan,38411,Third Owner,3574883,2023-02-16,Dealer_E17,Central,Corporate,Customer_9345,8588596335,customer181@hotmail.com,RJ,3574883.0,2023-02-16,+91-85885-96335,customer181@hotmail.com,Rs 35.75 L
CAR0277,Ford,Unknown Model,2016,Silver,CNG,Manual,Sedan,88513,Second Owner,16.97 lakh,09-22-2024,Dealer_C7,East,Corporate,Customer_2738,7888384398,customer613@gmail.com,RJ,1697000.0,2024-09-22,+91-78883-84398,customer613@gmail.com,Rs 16.97 L
CAR0279,Honda,Accord,2012,Red,Petrol,Manual,Sedan,137922,Second Owner,30.13 lakh,06-17-2024,Dealer_D18,Central,Individual,Customer_4607,7803609225,customer897@gmail.com,KA,3013000.0,2024-06-17,+91-78036-09225,customer897@gmail.com,Rs 30.13 L
CAR0280,Toyota,Innova,2021,Black,CNG,Automatic,Sedan,73963,Third Owner,3390105,15-11-24,Dealer_C9,Central,Individual,Customer_5053,8369690651,customer132@outlook.com,RJ,3390105.0,2024-11-15,+91-83696-90651,customer132@outlook.com,Rs 33.90 L
CAR0281,Toyota,Etios,2022,Green,Diesel,Semi-Automatic,Convertible,89722,First Owner,2394503,2023-12-14,Dealer_B12,Central,Individual,,70906998,customer722@hotmail.com,KA,2394503.0,2023-12-14,70906998,customer722@hotmail.com,Rs 23.95 L
CAR0282,Mercedes,E-Class,2014,Blue,Diesel,Automatic,Convertible,47311,Third Owner,33.36 lakh,2024-05-11,Dealer_C11,West,Corporate,Customer_5423,+91-87840-43645,customer761yahoo.com,MH,3336000.0,2024-05-11,+91-87840-43645,,Rs 33.36 L
CAR0283,Ford,Endeavour,2017,Silver,Hybrid,Semi-Automatic,Coupe,58127,Second Owner,1036169,30/06/2024,Dealer_E16,Central,Corporate,Customer_4802,8334059024,customer98@yahoo.com,TN,1036169.0,2024-06-30,+91-83340-59024,customer98@yahoo.com,Rs 10.36 L
CAR0285,Mercedes,C-Class,2014,White,Electric,Semi-Automatic,Hatchback,35823,First Owner,3853065,19/06/2024,Dealer_A2,Central,Dealer,Customer_3217,8364459686,customer6@hotmail.com,KA,3853065.0,2024-06-19,+91-83644-59686,customer6@hotmail.com,Rs 38.53 L
CAR0286,Honda,Accord,2020,Silver,Petrol,Automatic,Sedan,64252,Second Owner,3093712,02-17-2024,Dealer_E5,South,Individual,Customer_9557,9543350686,CUSTOMER631@OUTLOOK.COM,WB,3093712.0,2024-02-17,+91-95433-50686,customer631@outlook.com,Rs 30.94 L
CAR0288,Hyundai,Verna,2021,Grey,Diesel,Semi-Automatic,Coupe,42456,Third Owner,3867862,10-01-24,Dealer_A9,East,Corporate,,8333117905,CUSTOMER515@GMAIL.COM,MH,3867862.0,2024-01-10,+91-83331-17905,customer515@gmail.com,Rs 38.68 L
CAR0289,Toyota,Innova,2019,White,Electric,Manual,Wagon,124139,Third Owner,43.13 lakh,01/07/2023,Dealer_A3,South,Corporate,Customer_4181,9886179015,customer928@hotmail.com,KA,4313000.0,2023-07-01,+91-98861-79015,customer928@hotmail.com,Rs 43.13 L
CAR0290,Ford,EcoSport,2012,Red,Petrol,Manual,Wagon,121234,Second Owner,5.73 lakh,07-28-2024,Dealer_B10,North,Dealer,Customer_2415,7727291890,customer84@yahoo.com,UP,573000.0,2024-07-28,+91-77272-91890,customer84@yahoo.com,Rs 5.73 L
CAR0291,Hyundai,Verna,2012,Green,Diesel,Automatic,Coupe,87717,Second Owner,3672739,05-16-2024,Dealer_C2,North,Corporate,Customer_8108,7890977891,customer761hotmail.com,KA,3672739.0,2024-05-16,+91-78909-77891,,Rs 36.73 L
CAR0292,Tata,Harrier,2017,Red,Diesel,Manual,Hatchback,89670,First Owner,3322934,05-01-2024,Dealer_E13,Central,Individual,Customer_8126,8602945271,customer42@yahoo.com,KA,3322934.0,2024-01-05,+91-86029-45271,customer42@yahoo.com,Rs 33.23 L
CAR0293,Hyundai,Verna,2024,Blue,Diesel,Manual,Wagon,577327,Third Owner,1864821,05-25-2023,Dealer_B4,West,Individual,Customer_5009,7021237667,customer704@outlook.com,GJ,1864821.0,2023-05-25,+91-70212-37667,customer704@outlook.com,Rs 18.65 L
CAR0294,Hyundai,Venue,2022,Red,Hybrid,Manual,Coupe,90750,Fourth & Above,2575608,15/09/2024,Dealer_B6,West,Corporate,,8296813490,customer436@yahoo.com,DL,2575608.0,2024-09-15,+91-82968-13490,customer436@yahoo.com,Rs 25.76 L
CAR0295,Tata,Unknown Model,2015,Green,Petrol,Automatic,Convertible,31582,Third Owner,0.36 crore,17-11-24,Dealer_D14,North,Dealer,Customer_6489,7768110072,customer691@gmail.com,UP,3600000.0,2024-11-17,+91-77681-10072,customer691@gmail.com,Rs 36.00 L
CAR0296,Toyota,Camry,2023,Red,Hybrid,Semi-Automatic,Hatchback,133351,Fourth & Above,0.41 crore,07-03-2023,Dealer_C2,South,Corporate,Customer_2377,9119352876,customer706@yahoo.com,DL,4099999.9999999995,2023-03-07,+91-91193-52876,customer706@yahoo.com,Rs 41.00 L
CAR0297,Mercedes,S-Class,2021,Silver,Hybrid,Manual,SUV,25647,Third Owner,3033443,23-03-23,Dealer_A14,South,Dealer,Customer_8748,9958645269,customer620@outlook.com,UP,3033443.0,2023-03-23,+91-99586-45269,customer620@outlook.com,Rs 30.33 L
CAR0298,Tata,Unknown Model,2022,Green,CNG,Automatic,Hatchback,88403,Fourth & Above,1014933,10-12-2024,Dealer_D15,North,Individual,Customer_9720,7138583584,customer499hotmail.com,KA,1014933.0,2024-12-10,+91-71385-83584,,Rs 10.15 L
CAR0299,BMW,7 Series,2016,Brown,Diesel,Automatic,Coupe,113892,Second Owner,396363,2023-05-07,Dealer_D10,West,Individual,Customer_4567,8559823360,customer649@hotmail.com,KA,396363.0,2023-05-07,+91-85598-23360,customer649@hotmail.com,Rs 3.96 L
CAR0300,Mercedes,GLC,2010,Brown,Petrol,Manual,SUV,144635,Fourth & Above,3002255,25/02/2024,Dealer_B16,South,Dealer,,9582746741,customer885@yahoo.com,KA,3002255.0,2024-02-25,+91-95827-46741,customer885@yahoo.com,Rs 30.02 L
CAR0301,Ford,EcoSport,2024,Green,Unknown,Semi-Automatic,Coupe,13097,First Owner,1936502,04-24-2023,Dealer_A12,West,Corporate,Customer_8703,8116817098,customer622@gmail.com,WB,1936502.0,2023-04-24,+91-81168-17098,customer622@gmail.com,Rs 19.37 L
CAR0302,Mercedes,C-Class,2011,White,Electric,Manual,Hatchback,43268,Fourth & Above,24.02 lakh,09/05/2024,Dealer_B19,East,Dealer,Customer_8285,8182400110,customer296@gmail.com,WB,2402000.0,2024-05-09,+91-81824-00110,customer296@gmail.com,Rs 24.02 L
CAR0303,Ford,Figo,2021,White,Hybrid,Semi-Automatic,Hatchback,38699,First Owner,1429150,09-23-2023,Dealer_B8,South,Dealer,Customer_6149,9784755893,customer919outlook.com,DL,1429150.0,2023-09-23,+91-97847-55893,,Rs 14.29 L
CAR0305,Honda,City,2017,Green,Petrol,Automatic,SUV,142087,First Owner,0.23 crore,09-15-2024,Dealer_E16,East,Corporate,Customer_8819,83694861,customer490@gmail.com,MH,2300000.0,2024-09-15,83694861,customer490@gmail.com,Rs 23.00 L
CAR0306,Mercedes,C-Class,2021,Silver,Hybrid,Semi-Automatic,Coupe,121035,First Owner,1834090,06-30-2023,Dealer_C18,South,Individual,Customer_2826,8370985965,customer184@gmail.com,DL,1834090.0,2023-06-30,+91-83709-85965,customer184@gmail.com,Rs 18.34 L
CAR0307,Maruti,Alto,2014,White,Hybrid,Automatic,Coupe,136538,Third Owner,2761745,16-07-23,Dealer_A14,East,Corporate,Customer_5306,7622712398,customer323@outlook.com,KA,2761745.0,2023-07-16,+91-76227-12398,customer323@outlook.com,Rs 27.62 L
CAR0308,Tata,Safari,2010,Brown,Petrol,Automatic,Hatchback,58008,Fourth & Above,1949939,27/07/2024,Dealer_D10,North,Dealer,Customer_1753,9091826686,customer61gmail.com,KA,1949939.0,2024-07-27,+91-90918-26686,customer61@gmail.com,Rs 19.50 L
CAR0309,Honda,Accord,2022,Silver,CNG,Automatic,Coupe,113469,Third Owner,14.73 lakh,2023-10-26,Dealer_A17,North,Corporate,Customer_6263,9910565317,customer956@gmail.com,GJ,1473000.0,2023-10-26,+91-99105-65317,customer956@gmail.com,Rs 14.73 L
CAR0310,Toyota,Etios,2016,Blue,Electric,Manual,Coupe,13410,Third Owner,4429633,2024-07-25,Dealer_E10,North,Corporate,Customer_5536,76537168,customer664@hotmail.com,RJ,4429633.0,2024-07-25,76537168,customer664@hotmail.com,Rs 44.30 L
CAR0311,Toyota,Camry,2013,Black,Diesel,Manual,SUV,89511,Second Owner,3783190,08-11-2024,Dealer_C1,South,Dealer,Customer_1646,8406434479,customer207@hotmail.com,DL,3783190.0,2024-11-08,+91-84064-34479,customer207@hotmail.com,Rs 37.83 L
CAR0312,Honda,C-Class,2017,White,Hybrid,Automatic,Hatchback,59679,Fourth & Above,33.91 lakh,2024-08-15,Dealer_A14,East,Individual,Customer_9305,+91-89626-01437,customer390@outlook.com,DL,3390999.9999999995,2024-08-15,+91-89626-01437,customer390@outlook.com,Rs 33.91 L
CAR0313,Honda,A-Class,2010,Green,Diesel,Semi-Automatic,Coupe,77015,First Owner,2911793,04/03/2023,Dealer_A5,West,Individual,Customer_3975,7128763671,CUSTOMER931@HOTMAIL.COM,RJ,2911793.0,2023-03-04,+91-71287-63671,customer931@hotmail.com,Rs 29.12 L
CAR0314,Hyundai,Unknown Model,2011,Brown,CNG,Automatic,Wagon,8916,First Owner,31.25 lakh,03-07-24,Dealer_D10,Central,Individual,Customer_6989,9116567201,customer225@yahoo.com,TN,3125000.0,2024-07-03,+91-91165-67201,customer225@yahoo.com,Rs 31.25 L
CAR0315,Maruti,Baleno,2012,White,Petrol,Manual,Sedan,975012,Third Owner,2956712,19/01/2024,Dealer_C17,East,Dealer,Customer_4896,9078097843,customer995@outlook.com,KA,2956712.0,2024-01-19,+91-90780-97843,customer995@outlook.com,Rs 29.57 L
CAR0316,Ford,Unknown Model,2022,Brown,Petrol,Automatic,Convertible,132757,Second Owner,48.05 lakh,10/07/2024,Dealer_E2,Central,Dealer,Customer_2359,9194318630,customer18@yahoo.com,TN,4805000.0,2024-07-10,+91-91943-18630,customer18@yahoo.com,Rs 48.05 L
CAR0317,Hyundai,Verna,2012,Brown,Electric,Manual,SUV,31250,Second Owner,1589451,2023-10-13,Dealer_D6,West,Dealer,Customer_2226,96333186,customer774@outlook.com,TN,1589451.0,2023-10-13,96333186,customer774@outlook.com,Rs 15.89 L
CAR0318,Maruti,Baleno,2011,White,Hybrid,Automatic,SUV,64324,Fourth & Above,2517083,2023-12-02,Dealer_D10,South,Corporate,Customer_8444,08466203855,customer859hotmail.com,DL,2517083.0,2023-12-02,08466203855,,Rs 25.17 L
CAR0319,Honda,Amaze,2019,Silver,CNG,Automatic,Wagon,100040,First Owner,2224108,10-10-2023,Dealer_A19,North,Individual,Customer_8106,9095351182,customer532outlook.com,TN,2224108.0,2023-10-10,+91-90953-51182,,Rs 22.24 L
CAR0321,Honda,Accord,2024,Black,Diesel,Semi-Automatic,Hatchback,113041,First Owner,438023,02-18-2023,Dealer_E16,South,Dealer,Customer_6710,7381691393,customer857@yahoo.com,TN,438023.0,2023-02-18,+91-73816-91393,customer857@yahoo.com,Rs 4.38 L
CAR0322,Ford,Aspire,2015,Silver,Hybrid,Automatic,Hatchback,93342,Second Owner,3872273,05/07/2024,Dealer_A16,South,Corporate,Customer_6796,8262343544,customer231@outlook.com,TN,3872273.0,2024-07-05,+91-82623-43544,customer231@outlook.com,Rs 38.72 L
CAR0325,Honda,Accord,2019,Green,Diesel,Semi-Automatic,Sedan,71063,Second Owner,431332,11-21-2024,Dealer_D4,East,Individual,Customer_1867,7305000198,customer751@yahoo.com,DL,431332.0,2024-11-21,+91-73050-00198,customer751@yahoo.com,Rs 4.31 L
CAR0326,Mercedes,S-Class,2021,White,CNG,Automatic,Convertible,106567,First Owner,36.19 lakh,16-09-23,Dealer_A1,East,Dealer,,+91-96034-34915,customer571@gmail.com,UP,3619000.0,2023-09-16,+91-96034-34915,customer571@gmail.com,Rs 36.19 L
CAR0327,Toyota,Etios,2019,Grey,Diesel,Automatic,Hatchback,103261,Second Owner,782079,30/11/2024,Dealer_D18,West,Dealer,Customer_9807,8338592464,customer605@yahoo.com,DL,782079.0,2024-11-30,+91-83385-92464,customer605@yahoo.com,Rs 7.82 L
CAR0328,Honda,Accord,2013,Green,Hybrid,Automatic,Hatchback,100864,Fourth & Above,0.14 crore,2024-11-06,Dealer_D10,North,Corporate,Customer_5629,9690106712,customer25outlook.com,MH,1400000.0000000002,2024-11-06,+91-96901-06712,,Rs 14.00 L
CAR0329,Maruti,Swift,2014,Black,Diesel,Manual,SUV,147288,Third Owner,1654238,2024-07-04,Dealer_C6,West,Individual,Customer_4042,7874490698,customer47@outlook.com,GJ,1654238.0,2024-07-04,+91-78744-90698,customer47@outlook.com,Rs 16.54 L
CAR0330,Mercedes,C-Class,2012,Silver,Diesel,Semi-Automatic,Hatchback,42137,First Owner,0.23 crore,10-31-2024,Dealer_B9,West,Dealer,Customer_1684,+91-79576-68578,customer118@gmail.com,UP,2300000.0,2024-10-31,+91-79576-68578,customer118@gmail.com,Rs 23.00 L
CAR0331,Ford,Mustang,2014,Black,Petrol,Automatic,SUV,703457,Second Owner,1201605,06-02-23,Dealer_A13,West,Individual,Customer_1672,79037957,customer15@yahoo.com,UP,1201605.0,2023-02-06,79037957,customer15@yahoo.com,Rs 12.02 L
CAR0332,Honda,Civic,2012,Silver,Hybrid,Semi-Automatic,Coupe,55944,First Owner,30.18 lakh,05-27-2023,Dealer_E13,East,Corporate,,7014692864,CUSTOMER123@YAHOO.COM,RJ,3018000.0,2023-05-27,+91-70146-92864,customer123@yahoo.com,Rs 30.18 L
CAR0333,Tata,Harrier,2020,Grey,Petrol,Manual,Hatchback,133597,Third Owner,2297506,21/10/2023,Dealer_C13,South,Corporate,Customer_9871,9690796616,customer428@outlook.com,TN,2297506.0,2023-10-21,+91-96907-96616,customer428@outlook.com,Rs 22.98 L
CAR0334,Maruti,Alto,2021,Brown,Hybrid,Automatic,Hatchback,55060,Second Owner,4967972,11/11/2023,Dealer_D8,South,Dealer,Customer_7296,7102372246,customer280@yahoo.com,GJ,4967972.0,2023-11-11,+91-71023-72246,customer280@yahoo.com,Rs 49.68 L
CAR0335,Honda,Camry,2022,Grey,Electric,Automatic,Wagon,22133,Second Owner,0.09 crore,04/06/2023,Dealer_B15,North,Individual,Customer_3618,9286233333,customer644@outlook.com,KA,900000.0,2023-06-04,+91-92862-33333,customer644@outlook.com,Rs 9.00 L
CAR0337,Ford,Aspire,2024,Blue,CNG,Semi-Automatic,Convertible,44186,First Owner,1130899,2024-05-21,Dealer_A19,North,Dealer,Customer_6219,8316992127,customer280@outlook.com,RJ,1130899.0,2024-05-21,+91-83169-92127,customer280@outlook.com,Rs 11.31 L
CAR0338,Maruti,Dzire,2016,Brown,CNG,Semi-Automatic,Sedan,106815,First Owner,501848,17/12/2023,Dealer_A11,Central,Individual,,7552014218,customer383@gmail.com,KA,501848.0,2023-12-17,+91-75520-14218,customer383@gmail.com,Rs 5.02 L
CAR0339,Honda,Safari,2022,Blue,Hybrid,Semi-Automatic,Wagon,32743,Second Owner,12.23 lakh,27/08/2023,Dealer_A7,South,Dealer,Customer_4048,7263136948,customer998@yahoo.com,TN,1223000.0,2023-08-27,+91-72631-36948,customer998@yahoo.com,Rs 12.23 L
CAR0340,Hyundai,Venue,2020,Silver,Petrol,Manual,Wagon,82783,First Owner,36.58 lakh,2023-06-15,Dealer_C15,East,Corporate,,+91-98969-60280,customer603@hotmail.com,WB,3658000.0,2023-06-15,+91-98969-60280,customer603@hotmail.com,Rs 36.58 L
CAR0341,BMW,X5,2014,Brown,Electric,Automatic,Coupe,133211,Second Owner,2829616,04-17-2024,Dealer_D5,East,Dealer,Customer_3284,76415990,customer811@yahoo.com,TN,2829616.0,2024-04-17,76415990,customer811@yahoo.com,Rs 28.30 L
CAR0343,Tata,Altroz,2014,Grey,CNG,Automatic,SUV,42087,Fourth & Above,2172601,01-12-24,Dealer_C19,South,Corporate,Customer_1290,8401020981,customer650@outlook.com,TN,2172601.0,2024-12-01,+91-84010-20981,customer650@outlook.com,Rs 21.73 L
CAR0344,Maruti,Dzire,2019,Green,Diesel,Automatic,Sedan,128142,First Owner,362716,2023-09-30,Dealer_B17,Central,Dealer,Customer_6361,8171484810,customer905@yahoo.com,TN,362716.0,2023-09-30,+91-81714-84810,customer905@yahoo.com,Rs 3.63 L
CAR0347,Tata,Nexon,2010,Brown,Petrol,Manual,SUV,62409,Third Owner,21.52 lakh,24-10-23,Dealer_E9,East,Individual,Customer_6724,07705144205,customer643@hotmail.com,GJ,2152000.0,2023-10-24,07705144205,customer643@hotmail.com,Rs 21.52 L
CAR0348,Honda,Aspire,2011,Red,Diesel,Automatic,Wagon,79811,Second Owner,39.89 lakh,20/04/2023,Dealer_D11,West,Dealer,Customer_4765,+91-91951-55142,customer13@yahoo.com,KA,3989000.0,2023-04-20,+91-91951-55142,customer13@yahoo.com,Rs 39.89 L
CAR0351,Honda,Amaze,2015,Grey,Electric,Automatic,Convertible,124605,Second Owner,4163409,17-08-24,Dealer_B7,West,Individual,Customer_3255,09315897012,customer519@yahoo.com,RJ,4163409.0,2024-08-17,09315897012,customer519@yahoo.com,Rs 41.63 L
CAR0352,Honda,Unknown Model,2018,Grey,Hybrid,Manual,Coupe,16004,Third Owner,4558459,11-30-2023,Dealer_C7,Central,Corporate,Customer_3551,7002560298,customer508@yahoo.com,DL,4558459.0,2023-11-30,+91-70025-60298,customer508@yahoo.com,Rs 45.58 L
CAR0353,Maruti,Swift,2010,Blue,CNG,Semi-Automatic,Convertible,13152,First Owner,26.81 lakh,02-01-24,Dealer_E12,West,Individual,Customer_1686,+91-85096-67949,customer718@outlook.com,RJ,2681000.0,2024-01-02,+91-85096-67949,customer718@outlook.com,Rs 26.81 L
CAR0354,Toyota,Unknown Model,2022,Brown,Electric,Manual,Coupe,27761,Fourth & Above,41.84 lakh,05-09-23,Dealer_C6,North,Dealer,Customer_1462,8989342849,customer549@gmail.com,GJ,4184000.0000000005,2023-09-05,+91-89893-42849,customer549@gmail.com,Rs 41.84 L
CAR0356,Mercedes,C-Class,2011,White,CNG,Semi-Automatic,Sedan,27870,Third Owner,2404321,2023-06-15,Dealer_C5,East,Individual,Customer_1651,+91-86780-85636,customer62gmail.com,WB,2404321.0,2023-06-15,+91-86780-85636,customer62@gmail.com,Rs 24.04 L
CAR0357,Maruti,Unknown Model,2020,White,Hybrid,Automatic,SUV,129455,Second Owner,0.42 crore,06/06/2024,Dealer_D20,Central,Dealer,Customer_4692,07184292347,customer688@hotmail.com,KA,4200000.0,2024-06-06,07184292347,customer688@hotmail.com,Rs 42.00 L
CAR0359,Ford,Endeavour,2019,Grey,Hybrid,Semi-Automatic,Wagon,139615,Fourth & Above,21.11 lakh,02-26-2024,Dealer_D12,South,Dealer,Customer_6922,8987240267,customer898@hotmail.com,WB,2111000.0,2024-02-26,+91-89872-40267,customer898@hotmail.com,Rs 21.11 L
CAR0360,Ford,Mustang,2017,Red,Hybrid,Automatic,Convertible,145878,First Owner,3063866,18-09-23,Dealer_E9,South,Individual,Customer_2770,+91-77778-38906,customer779gmail.com,RJ,3063866.0,2023-09-18,+91-77778-38906,customer779@gmail.com,Rs 30.64 L
